CMDLINE E:\Phis-shield-res\.env\Scripts\python.exe app.py
MEM 3.515625 1745597813.2487
MEM 3.515625 1745597813.3589
MEM 3.515625 1745597813.4688
MEM 3.515625 1745597813.5787
MEM 3.515625 1745597813.6872
MEM 3.515625 1745597813.7972
MEM 3.515625 1745597813.9104
MEM 3.515625 1745597814.0174
MEM 3.515625 1745597814.1264
MEM 3.515625 1745597814.2347
MEM 3.515625 1745597814.3450
MEM 3.515625 1745597814.4555
MEM 3.515625 1745597814.5649
MEM 3.515625 1745597814.6746
MEM 3.515625 1745597814.7835
MEM 3.515625 1745597814.8930
MEM 3.515625 1745597815.0032
MEM 3.515625 1745597815.1112
MEM 3.515625 1745597815.2201
MEM 3.515625 1745597815.3322
MEM 3.515625 1745597815.4417
MEM 3.515625 1745597815.5503
MEM 3.515625 1745597815.6599
MEM 3.515625 1745597815.7707
MEM 3.515625 1745597815.8808
MEM 3.515625 1745597815.9924
MEM 3.515625 1745597816.1035
MEM 3.515625 1745597816.2121
MEM 3.515625 1745597816.3203
MEM 3.515625 1745597816.4333
MEM 3.515625 1745597816.5400
MEM 3.515625 1745597816.6487
MEM 3.515625 1745597816.7570
MEM 3.515625 1745597816.8657
MEM 3.515625 1745597816.9756
MEM 3.515625 1745597817.0856
MEM 3.515625 1745597817.1953
MEM 3.515625 1745597817.3048
MEM 3.515625 1745597817.4141
MEM 3.515625 1745597817.5226
MEM 3.515625 1745597817.6320
MEM 3.515625 1745597817.7403
MEM 3.515625 1745597817.8497
MEM 3.515625 1745597817.9585
MEM 3.515625 1745597818.0685
MEM 3.515625 1745597818.1773
MEM 3.515625 1745597818.2861
MEM 3.515625 1745597818.4019
MEM 3.515625 1745597818.5072
MEM 3.515625 1745597818.6141
MEM 3.515625 1745597818.7223
MEM 3.515625 1745597818.8314
MEM 3.515625 1745597818.9395
MEM 3.515625 1745597819.0474
MEM 3.515625 1745597819.1562
MEM 3.515625 1745597819.2652
MEM 3.515625 1745597819.3746
MEM 3.515625 1745597819.4842
MEM 3.515625 1745597819.5933
MEM 3.515625 1745597819.7018
MEM 3.515625 1745597819.8105
MEM 3.515625 1745597819.9206
MEM 3.515625 1745597820.0356
MEM 3.515625 1745597820.1399
MEM 3.515625 1745597820.2493
MEM 3.515625 1745597820.3584
MEM 3.515625 1745597820.4671
MEM 3.515625 1745597820.5769
MEM 3.515625 1745597820.6861
MEM 3.515625 1745597820.7941
MEM 3.515625 1745597820.9029
MEM 3.515625 1745597821.0119
MEM 3.515625 1745597821.1216
MEM 3.515625 1745597821.2315
MEM 3.515625 1745597821.3394
MEM 3.515625 1745597821.4525
MEM 3.515625 1745597821.5606
MEM 3.515625 1745597821.6694
MEM 3.515625 1745597821.7812
MEM 3.515625 1745597821.8913
MEM 3.515625 1745597822.0011
MEM 3.515625 1745597822.1104
MEM 3.515625 1745597822.2177
MEM 3.515625 1745597822.3260
MEM 3.515625 1745597822.4341
MEM 3.515625 1745597822.5440
MEM 3.515625 1745597822.6520
MEM 3.515625 1745597822.7622
MEM 3.515625 1745597822.8708
MEM 3.515625 1745597822.9803
MEM 3.515625 1745597823.0893
MEM 3.515625 1745597823.1982
MEM 3.515625 1745597823.3072
MEM 3.515625 1745597823.4146
MEM 3.515625 1745597823.5245
MEM 3.515625 1745597823.6359
MEM 3.515625 1745597823.7465
MEM 3.515625 1745597823.8561
MEM 3.515625 1745597823.9652
MEM 3.515625 1745597824.0747
MEM 3.515625 1745597824.1848
MEM 3.515625 1745597824.2937
MEM 3.515625 1745597824.4020
MEM 3.515625 1745597824.5119
MEM 3.515625 1745597824.6213
MEM 3.515625 1745597824.7292
MEM 3.515625 1745597824.8400
MEM 3.515625 1745597824.9462
MEM 3.515625 1745597825.0557
MEM 3.515625 1745597825.1647
MEM 3.515625 1745597825.2728
MEM 3.515625 1745597825.3807
MEM 3.515625 1745597825.4900
MEM 3.515625 1745597825.5991
MEM 3.515625 1745597825.7073
MEM 3.515625 1745597825.8185
MEM 3.515625 1745597825.9267
MEM 3.515625 1745597826.0370
MEM 3.515625 1745597826.1469
MEM 3.515625 1745597826.2585
MEM 3.515625 1745597826.3664
MEM 3.515625 1745597826.4761
MEM 3.515625 1745597826.5868
MEM 3.515625 1745597826.6965
MEM 3.515625 1745597826.8178
MEM 3.515625 1745597826.9302
MEM 3.515625 1745597827.0389
MEM 3.515625 1745597827.1478
MEM 3.515625 1745597827.2573
MEM 3.515625 1745597827.3690
MEM 3.515625 1745597827.4788
MEM 3.515625 1745597827.5871
MEM 3.515625 1745597827.6953
MEM 3.515625 1745597827.8040
MEM 3.515625 1745597827.9115
MEM 3.515625 1745597828.0221
MEM 3.515625 1745597828.1319
MEM 3.515625 1745597828.2416
MEM 3.515625 1745597828.3516
MEM 3.515625 1745597828.4611
MEM 3.515625 1745597828.5710
MEM 3.515625 1745597828.6811
MEM 3.515625 1745597828.7903
MEM 3.515625 1745597828.8995
MEM 3.515625 1745597829.0093
MEM 3.515625 1745597829.1172
MEM 3.515625 1745597829.2275
MEM 3.515625 1745597829.3375
MEM 3.515625 1745597829.4467
MEM 3.515625 1745597829.5561
MEM 3.515625 1745597829.6642
MEM 3.515625 1745597829.7745
MEM 3.515625 1745597829.8828
MEM 3.515625 1745597829.9923
MEM 3.515625 1745597830.1010
MEM 3.515625 1745597830.2158
MEM 3.515625 1745597830.3193
MEM 3.515625 1745597830.4285
MEM 3.515625 1745597830.5379
MEM 3.515625 1745597830.6463
MEM 3.515625 1745597830.7552
MEM 3.515625 1745597830.8658
MEM 3.515625 1745597830.9737
MEM 3.515625 1745597831.0828
MEM 3.515625 1745597831.1917
MEM 3.515625 1745597831.2998
MEM 3.515625 1745597831.4109
MEM 3.515625 1745597831.5202
MEM 3.515625 1745597831.6307
MEM 3.515625 1745597831.7387
MEM 3.515625 1745597831.8489
MEM 3.515625 1745597831.9567
MEM 3.515625 1745597832.0649
MEM 3.515625 1745597832.1750
MEM 3.515625 1745597832.2835
MEM 3.515625 1745597832.3948
MEM 3.515625 1745597832.5038
MEM 3.515625 1745597832.6130
MEM 3.515625 1745597832.7227
MEM 3.515625 1745597832.8320
MEM 3.515625 1745597832.9412
MEM 3.515625 1745597833.0566
MEM 3.515625 1745597833.1602
MEM 3.515625 1745597833.2702
MEM 3.515625 1745597833.3835
MEM 3.515625 1745597833.4865
MEM 3.515625 1745597833.5977
MEM 3.515625 1745597833.7066
MEM 3.515625 1745597833.8161
MEM 3.515625 1745597833.9250
MEM 3.515625 1745597834.0352
MEM 3.515625 1745597834.1444
MEM 3.515625 1745597834.2524
MEM 3.515625 1745597834.3608
MEM 3.515625 1745597834.4699
MEM 3.515625 1745597834.5808
MEM 3.515625 1745597834.6889
MEM 3.515625 1745597834.7992
MEM 3.515625 1745597834.9093
MEM 3.515625 1745597835.0189
MEM 3.515625 1745597835.1275
MEM 3.515625 1745597835.2373
MEM 3.515625 1745597835.3458
MEM 3.515625 1745597835.4565
MEM 3.515625 1745597835.5665
MEM 3.515625 1745597835.6759
MEM 3.515625 1745597835.7841
MEM 3.515625 1745597835.8941
MEM 3.515625 1745597836.0039
MEM 3.515625 1745597836.1143
MEM 3.515625 1745597836.2237
MEM 3.515625 1745597836.3333
MEM 3.515625 1745597836.4438
MEM 3.515625 1745597836.5554
MEM 3.515625 1745597836.6645
MEM 3.515625 1745597836.7737
MEM 3.515625 1745597836.8834
MEM 3.515625 1745597836.9921
MEM 3.515625 1745597837.1047
MEM 3.515625 1745597837.2092
MEM 3.515625 1745597837.3176
MEM 3.515625 1745597837.4264
MEM 3.515625 1745597837.5356
MEM 3.515625 1745597837.6443
MEM 3.515625 1745597837.7538
MEM 3.515625 1745597837.8615
MEM 3.515625 1745597837.9701
MEM 3.515625 1745597838.0792
MEM 3.515625 1745597838.1882
MEM 3.515625 1745597838.2973
MEM 3.515625 1745597838.4088
MEM 3.515625 1745597838.5227
MEM 3.515625 1745597838.6315
MEM 3.515625 1745597838.7400
MEM 3.515625 1745597838.8476
MEM 3.515625 1745597838.9566
MEM 3.515625 1745597839.0663
MEM 3.515625 1745597839.1771
MEM 3.515625 1745597839.2866
MEM 3.515625 1745597839.3953
MEM 3.515625 1745597839.5049
MEM 3.515625 1745597839.6139
MEM 3.515625 1745597839.7232
MEM 3.515625 1745597839.8317
MEM 3.515625 1745597839.9403
MEM 3.515625 1745597840.0487
MEM 3.515625 1745597840.1600
MEM 3.515625 1745597840.2684
MEM 3.515625 1745597840.3793
MEM 3.515625 1745597840.4878
MEM 3.515625 1745597840.5979
MEM 3.515625 1745597840.7072
MEM 3.515625 1745597840.8169
MEM 3.515625 1745597840.9260
MEM 3.515625 1745597841.0343
MEM 3.515625 1745597841.1423
MEM 3.515625 1745597841.2502
MEM 3.515625 1745597841.3603
MEM 3.515625 1745597841.4699
MEM 3.515625 1745597841.5787
MEM 3.515625 1745597841.6860
MEM 3.515625 1745597841.7949
MEM 3.515625 1745597841.9049
MEM 3.515625 1745597842.0145
MEM 3.515625 1745597842.1241
MEM 3.515625 1745597842.2333
MEM 3.515625 1745597842.3419
MEM 3.515625 1745597842.4513
MEM 3.515625 1745597842.5599
MEM 3.515625 1745597842.6684
MEM 3.515625 1745597842.7779
MEM 3.515625 1745597842.8863
MEM 3.515625 1745597842.9967
MEM 3.515625 1745597843.1068
MEM 3.515625 1745597843.2157
MEM 3.515625 1745597843.3261
MEM 3.515625 1745597843.4360
MEM 3.515625 1745597843.5456
MEM 3.515625 1745597843.6549
MEM 3.515625 1745597843.7650
MEM 3.515625 1745597843.8784
MEM 3.515625 1745597843.9843
MEM 3.515625 1745597844.0957
MEM 3.515625 1745597844.2067
MEM 3.515625 1745597844.3177
MEM 3.515625 1745597844.4281
MEM 3.515625 1745597844.5376
MEM 3.515625 1745597844.6464
MEM 3.515625 1745597844.7572
MEM 3.515625 1745597844.8670
MEM 3.515625 1745597844.9759
MEM 3.515625 1745597845.0861
MEM 3.515625 1745597845.1964
MEM 3.515625 1745597845.3072
MEM 3.515625 1745597845.4174
MEM 3.515625 1745597845.5251
MEM 3.515625 1745597845.6356
MEM 3.515625 1745597845.7463
MEM 3.515625 1745597845.8575
MEM 3.515625 1745597846.0205
MEM 3.515625 1745597846.1271
MEM 3.515625 1745597846.2371
MEM 3.515625 1745597846.3472
MEM 3.515625 1745597846.4573
MEM 3.515625 1745597846.5671
MEM 3.515625 1745597846.6764
MEM 3.515625 1745597846.7844
MEM 3.515625 1745597846.8933
MEM 3.515625 1745597847.0131
MEM 3.515625 1745597847.1135
MEM 3.515625 1745597847.2218
MEM 3.515625 1745597847.3308
MEM 3.515625 1745597847.4414
MEM 3.515625 1745597847.5517
MEM 3.515625 1745597847.6606
MEM 3.515625 1745597847.7680
MEM 3.515625 1745597847.8769
MEM 3.515625 1745597847.9861
MEM 3.515625 1745597848.0939
MEM 3.515625 1745597848.2038
MEM 3.515625 1745597848.3143
MEM 3.515625 1745597848.4245
MEM 3.515625 1745597848.5346
MEM 3.515625 1745597848.6446
MEM 3.515625 1745597848.7540
MEM 3.515625 1745597848.8633
MEM 3.515625 1745597848.9723
MEM 3.515625 1745597849.0828
MEM 3.515625 1745597849.1912
MEM 3.515625 1745597849.3010
MEM 3.515625 1745597849.4111
MEM 3.515625 1745597849.5218
MEM 3.515625 1745597849.6323
MEM 3.515625 1745597849.7412
MEM 3.515625 1745597849.8502
MEM 3.515625 1745597849.9606
MEM 3.515625 1745597850.0700
MEM 3.515625 1745597850.1817
MEM 3.515625 1745597850.2937
MEM 3.515625 1745597850.4047
MEM 3.515625 1745597850.5164
MEM 3.515625 1745597850.6271
MEM 3.515625 1745597850.7369
MEM 3.515625 1745597850.8474
MEM 3.515625 1745597850.9580
MEM 3.515625 1745597851.0668
MEM 3.515625 1745597851.1777
MEM 3.515625 1745597851.2871
MEM 3.515625 1745597851.3967
MEM 3.515625 1745597851.5058
MEM 3.515625 1745597851.6132
MEM 3.515625 1745597851.7222
MEM 3.515625 1745597851.8336
MEM 3.515625 1745597851.9423
MEM 3.515625 1745597852.0537
MEM 3.515625 1745597852.1648
MEM 3.515625 1745597852.2760
MEM 3.515625 1745597852.3863
MEM 3.515625 1745597852.4960
MEM 3.515625 1745597852.6062
MEM 3.515625 1745597852.7159
MEM 3.515625 1745597852.8267
MEM 3.515625 1745597852.9371
MEM 3.515625 1745597853.0541
MEM 3.515625 1745597853.1568
MEM 3.515625 1745597853.2673
MEM 3.515625 1745597853.3775
MEM 3.515625 1745597853.4872
MEM 3.515625 1745597853.5959
MEM 3.515625 1745597853.7019
MEM 3.515625 1745597853.8139
MEM 3.515625 1745597853.9252
MEM 3.515625 1745597854.0344
MEM 3.515625 1745597854.1464
MEM 3.515625 1745597854.2584
MEM 3.515625 1745597854.3675
MEM 3.515625 1745597854.4778
MEM 3.515625 1745597854.5864
MEM 3.515625 1745597854.6975
MEM 3.515625 1745597854.8079
MEM 3.515625 1745597854.9172
MEM 3.515625 1745597855.0292
MEM 3.515625 1745597855.1360
MEM 3.515625 1745597855.2447
MEM 3.515625 1745597855.3539
MEM 3.515625 1745597855.4652
MEM 3.515625 1745597855.5743
MEM 3.515625 1745597855.6836
MEM 3.515625 1745597855.7950
MEM 3.515625 1745597855.9025
MEM 3.515625 1745597856.0138
MEM 3.515625 1745597856.1230
MEM 3.515625 1745597856.2340
MEM 3.515625 1745597856.3441
MEM 3.515625 1745597856.4541
MEM 3.515625 1745597856.5652
MEM 3.515625 1745597856.6754
MEM 3.515625 1745597856.7861
MEM 3.515625 1745597856.8957
MEM 3.515625 1745597857.0132
MEM 3.515625 1745597857.1153
MEM 3.515625 1745597857.2279
MEM 3.515625 1745597857.3367
MEM 3.515625 1745597857.4476
MEM 3.515625 1745597857.5593
MEM 3.515625 1745597857.6686
MEM 3.515625 1745597857.7766
MEM 3.515625 1745597857.8854
MEM 3.515625 1745597857.9959
MEM 3.515625 1745597858.1049
MEM 3.515625 1745597858.2141
MEM 3.515625 1745597858.3234
MEM 3.515625 1745597858.4339
MEM 3.515625 1745597858.5438
MEM 3.515625 1745597858.6547
MEM 3.515625 1745597858.7648
MEM 3.515625 1745597858.8753
MEM 3.515625 1745597858.9843
MEM 3.515625 1745597859.0954
MEM 3.515625 1745597859.2038
MEM 3.515625 1745597859.3138
MEM 3.515625 1745597859.4217
MEM 3.515625 1745597859.5315
MEM 3.515625 1745597859.6408
MEM 3.515625 1745597859.7543
MEM 3.515625 1745597859.8631
MEM 3.515625 1745597859.9741
MEM 3.515625 1745597860.0838
MEM 3.515625 1745597860.1941
MEM 3.515625 1745597860.3031
MEM 3.515625 1745597860.4125
MEM 3.515625 1745597860.5227
MEM 3.515625 1745597860.6325
MEM 3.515625 1745597860.7409
MEM 3.515625 1745597860.8501
MEM 3.515625 1745597860.9602
MEM 3.515625 1745597861.0699
MEM 3.515625 1745597861.1802
MEM 3.515625 1745597861.2888
MEM 3.515625 1745597861.3972
MEM 3.515625 1745597861.5074
MEM 3.515625 1745597861.6186
MEM 3.515625 1745597861.7272
MEM 3.515625 1745597861.8371
MEM 3.515625 1745597861.9471
MEM 3.515625 1745597862.0564
MEM 3.515625 1745597862.1670
MEM 3.515625 1745597862.2775
MEM 3.515625 1745597862.3837
MEM 3.515625 1745597862.4920
MEM 3.515625 1745597862.6009
MEM 3.515625 1745597862.7101
MEM 3.515625 1745597862.8200
MEM 3.515625 1745597862.9296
MEM 3.515625 1745597863.0372
MEM 3.515625 1745597863.1464
MEM 3.515625 1745597863.2571
MEM 3.515625 1745597863.3667
MEM 3.515625 1745597863.4755
MEM 3.515625 1745597863.5881
MEM 3.515625 1745597863.6924
MEM 3.515625 1745597863.8032
MEM 3.515625 1745597863.9152
MEM 3.515625 1745597864.0260
MEM 3.515625 1745597864.1367
MEM 3.515625 1745597864.2469
MEM 3.515625 1745597864.3567
MEM 3.515625 1745597864.4684
MEM 3.515625 1745597864.5794
MEM 3.515625 1745597864.6905
MEM 3.515625 1745597864.8015
MEM 3.515625 1745597864.9135
MEM 3.515625 1745597865.0241
MEM 3.515625 1745597865.1361
MEM 3.515625 1745597865.2471
MEM 3.515625 1745597865.3591
MEM 3.515625 1745597865.4681
MEM 3.515625 1745597865.5767
MEM 3.515625 1745597865.6878
MEM 3.515625 1745597865.7964
MEM 3.515625 1745597865.9054
MEM 3.515625 1745597866.0171
MEM 3.515625 1745597866.1261
MEM 3.515625 1745597866.2359
MEM 3.515625 1745597866.3465
MEM 3.515625 1745597866.4556
MEM 3.515625 1745597866.5646
MEM 3.515625 1745597866.6733
MEM 3.515625 1745597866.7845
MEM 3.515625 1745597866.9575
MEM 3.515625 1745597867.0698
MEM 3.515625 1745597867.1795
MEM 3.515625 1745597867.2887
MEM 3.515625 1745597867.3969
MEM 3.515625 1745597867.5052
MEM 3.515625 1745597867.6146
MEM 3.515625 1745597867.7237
MEM 3.515625 1745597867.8340
MEM 3.515625 1745597867.9430
MEM 3.515625 1745597868.0542
MEM 3.515625 1745597868.1674
MEM 3.515625 1745597868.2725
MEM 3.515625 1745597868.3817
MEM 3.515625 1745597868.4908
MEM 3.515625 1745597868.5989
MEM 3.515625 1745597868.7076
MEM 3.515625 1745597868.8148
MEM 3.515625 1745597868.9249
MEM 3.515625 1745597869.0333
MEM 3.515625 1745597869.1428
MEM 3.515625 1745597869.2511
MEM 3.515625 1745597869.3604
MEM 3.515625 1745597869.4702
MEM 3.515625 1745597869.5783
MEM 3.515625 1745597869.6887
MEM 3.515625 1745597869.8002
MEM 3.515625 1745597869.9097
MEM 3.515625 1745597870.0191
MEM 3.515625 1745597870.1304
MEM 3.515625 1745597870.2378
MEM 3.515625 1745597870.3470
MEM 3.515625 1745597870.4572
MEM 3.515625 1745597870.5663
MEM 3.515625 1745597870.6755
MEM 3.515625 1745597870.7875
MEM 3.515625 1745597870.8971
MEM 3.515625 1745597871.0073
MEM 3.515625 1745597871.1168
MEM 3.515625 1745597871.2287
MEM 3.515625 1745597871.3384
MEM 3.515625 1745597871.4491
MEM 3.515625 1745597871.5572
MEM 3.515625 1745597871.6670
MEM 3.515625 1745597871.7765
MEM 3.515625 1745597871.8848
MEM 3.515625 1745597871.9935
MEM 3.515625 1745597872.1044
MEM 3.515625 1745597872.2154
MEM 3.515625 1745597872.3256
MEM 3.515625 1745597872.4361
MEM 3.515625 1745597872.5466
MEM 3.515625 1745597872.6563
MEM 3.515625 1745597872.7674
MEM 3.515625 1745597872.8786
MEM 3.515625 1745597872.9896
MEM 3.515625 1745597873.0995
MEM 3.515625 1745597873.2079
MEM 3.515625 1745597873.3177
MEM 3.515625 1745597873.4283
MEM 3.515625 1745597873.5382
MEM 3.515625 1745597873.6473
MEM 3.515625 1745597873.7566
MEM 3.515625 1745597873.8646
MEM 3.515625 1745597873.9737
MEM 3.515625 1745597874.0845
MEM 3.515625 1745597874.1939
MEM 3.515625 1745597874.3040
MEM 3.515625 1745597874.4146
MEM 3.515625 1745597874.5243
MEM 3.515625 1745597874.6334
MEM 3.515625 1745597874.7668
MEM 3.515625 1745597874.8708
MEM 3.515625 1745597874.9826
MEM 3.515625 1745597875.0947
MEM 3.515625 1745597875.2737
MEM 3.515625 1745597875.3785
MEM 3.515625 1745597875.4874
MEM 3.515625 1745597875.5975
MEM 3.515625 1745597875.7086
MEM 3.515625 1745597875.8191
MEM 3.515625 1745597875.9280
MEM 3.515625 1745597876.0381
MEM 3.515625 1745597876.1479
MEM 3.515625 1745597876.2565
MEM 3.515625 1745597876.3675
MEM 3.515625 1745597876.4797
MEM 3.515625 1745597876.5915
MEM 3.515625 1745597876.7002
MEM 3.515625 1745597876.8100
MEM 3.515625 1745597876.9190
MEM 3.515625 1745597877.0291
MEM 3.515625 1745597877.1410
MEM 3.515625 1745597877.2527
MEM 3.515625 1745597877.3646
MEM 3.515625 1745597877.4767
MEM 3.515625 1745597877.5886
MEM 3.515625 1745597877.6973
MEM 3.515625 1745597877.8073
MEM 3.515625 1745597877.9192
MEM 3.515625 1745597878.0295
MEM 3.515625 1745597878.1394
MEM 3.515625 1745597878.2514
MEM 3.515625 1745597878.3634
MEM 3.515625 1745597878.4732
MEM 3.515625 1745597878.5837
MEM 3.515625 1745597878.6947
MEM 3.515625 1745597878.8037
MEM 3.515625 1745597878.9151
MEM 3.515625 1745597879.0266
MEM 3.515625 1745597879.1386
MEM 3.515625 1745597879.2496
MEM 3.515625 1745597879.3608
MEM 3.515625 1745597879.4721
MEM 3.515625 1745597879.5839
MEM 3.515625 1745597879.6959
MEM 3.515625 1745597879.8049
MEM 3.515625 1745597879.9166
MEM 3.515625 1745597880.0279
MEM 3.515625 1745597880.1385
MEM 3.515625 1745597880.2489
MEM 3.515625 1745597880.3583
MEM 3.515625 1745597880.4668
MEM 3.515625 1745597880.5759
MEM 3.515625 1745597880.6875
MEM 3.515625 1745597880.7995
MEM 3.515625 1745597880.9115
MEM 3.515625 1745597881.0216
MEM 3.515625 1745597881.1316
MEM 3.515625 1745597881.2441
MEM 3.515625 1745597881.3538
MEM 3.515625 1745597881.4653
MEM 3.515625 1745597881.5767
MEM 3.515625 1745597881.6916
MEM 3.515625 1745597881.7986
MEM 3.515625 1745597881.9103
MEM 3.515625 1745597882.0211
MEM 3.515625 1745597882.1319
MEM 3.515625 1745597882.2439
MEM 3.515625 1745597882.3557
MEM 3.515625 1745597882.4646
MEM 3.515625 1745597882.5752
MEM 3.515625 1745597882.6840
MEM 3.515625 1745597882.7954
MEM 3.515625 1745597882.9070
MEM 3.515625 1745597883.0166
MEM 3.515625 1745597883.1262
MEM 3.515625 1745597883.2382
MEM 3.515625 1745597883.3455
MEM 3.515625 1745597883.4558
MEM 3.515625 1745597883.5673
MEM 3.515625 1745597883.6775
MEM 3.515625 1745597883.7880
MEM 3.515625 1745597883.8991
MEM 3.515625 1745597884.0111
MEM 3.515625 1745597884.1221
MEM 3.515625 1745597884.2322
MEM 3.515625 1745597884.3432
MEM 3.515625 1745597884.4526
MEM 3.515625 1745597884.5624
MEM 3.515625 1745597884.6744
MEM 3.515625 1745597884.7862
MEM 3.515625 1745597884.8978
MEM 3.515625 1745597885.0098
MEM 3.515625 1745597885.1202
MEM 3.515625 1745597885.2303
MEM 3.515625 1745597885.3424
MEM 3.515625 1745597885.4505
MEM 3.515625 1745597885.5615
MEM 3.515625 1745597885.6724
MEM 3.515625 1745597885.7829
MEM 3.515625 1745597885.8922
MEM 3.515625 1745597886.0021
MEM 3.515625 1745597886.1133
MEM 3.515625 1745597886.2240
MEM 3.515625 1745597886.3350
MEM 3.515625 1745597886.4456
MEM 3.515625 1745597886.5571
MEM 3.515625 1745597886.6740
MEM 3.515625 1745597886.7800
MEM 3.515625 1745597886.8900
MEM 3.515625 1745597887.0009
MEM 3.515625 1745597887.1112
MEM 3.515625 1745597887.2234
MEM 3.515625 1745597887.3305
MEM 3.515625 1745597887.4405
MEM 3.515625 1745597887.5507
MEM 3.515625 1745597887.6616
MEM 3.515625 1745597887.7727
MEM 3.515625 1745597887.8831
MEM 3.515625 1745597887.9922
MEM 3.515625 1745597888.1033
MEM 3.515625 1745597888.2125
MEM 3.515625 1745597888.3235
MEM 3.515625 1745597888.4346
MEM 3.515625 1745597888.5459
MEM 3.515625 1745597888.6568
MEM 3.515625 1745597888.7686
MEM 3.515625 1745597888.8806
MEM 3.515625 1745597888.9916
MEM 3.515625 1745597889.1033
MEM 3.515625 1745597889.2153
MEM 3.515625 1745597889.3272
MEM 3.515625 1745597889.4385
MEM 3.515625 1745597889.5464
MEM 3.515625 1745597889.6584
MEM 3.515625 1745597889.7804
MEM 3.515625 1745597889.8954
MEM 3.515625 1745597890.0057
MEM 3.515625 1745597890.1170
MEM 3.515625 1745597890.2290
MEM 3.515625 1745597890.3400
MEM 3.515625 1745597890.4496
MEM 3.515625 1745597890.5570
MEM 3.515625 1745597890.6672
MEM 3.515625 1745597890.7792
MEM 3.515625 1745597890.8901
MEM 3.515625 1745597890.9996
MEM 3.515625 1745597891.1097
MEM 3.515625 1745597891.2181
MEM 3.515625 1745597891.3254
MEM 3.515625 1745597891.4343
MEM 3.515625 1745597891.5442
MEM 3.515625 1745597891.6540
MEM 3.515625 1745597891.7634
MEM 3.515625 1745597891.8723
MEM 3.515625 1745597891.9810
MEM 3.515625 1745597892.0909
MEM 3.515625 1745597892.2008
MEM 3.515625 1745597892.3117
MEM 3.515625 1745597892.4217
MEM 3.515625 1745597892.5323
MEM 3.515625 1745597892.6420
MEM 3.515625 1745597892.7502
MEM 3.515625 1745597892.8588
MEM 3.515625 1745597892.9676
MEM 3.515625 1745597893.0753
MEM 3.515625 1745597893.1883
MEM 3.515625 1745597893.2955
MEM 3.515625 1745597893.4039
MEM 3.515625 1745597893.5139
MEM 3.515625 1745597893.6250
MEM 3.515625 1745597893.7337
MEM 3.515625 1745597893.8442
MEM 3.515625 1745597893.9547
MEM 3.515625 1745597894.0642
MEM 3.515625 1745597894.1736
MEM 3.515625 1745597894.2856
MEM 3.515625 1745597894.3966
MEM 3.515625 1745597894.5053
MEM 3.515625 1745597894.6140
MEM 3.515625 1745597894.7227
MEM 3.515625 1745597894.8323
FUNC lex_sem.load_dataset 663.7930 1745597759.5652 665.1758 1745597759.6462 0
